mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_elasticnet_logit_pca__C,param_elasticnet_logit_pca__l1_ratio,param_pca__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
1.1591294288635254,0.07303151789686287,0.039443588256835936,0.004312835278778458,0.01,0.1,10,"{'elasticnet_logit_pca__C': 0.01, 'elasticnet_logit_pca__l1_ratio': 0.1, 'pca__n_components': 10}",0.9289940828402367,0.9288956127080181,0.9177877428998505,0.9461077844311377,0.9498525073746312,0.934327546050775,0.011927407583670925,31
1.6004932403564454,0.10373288416715164,0.05267996788024902,0.004873179397918099,0.01,0.1,25,"{'elasticnet_logit_pca__C': 0.01, 'elasticnet_logit_pca__l1_ratio': 0.1, 'pca__n_components': 25}",0.9410029498525073,0.9367469879518072,0.9262536873156342,0.9353383458646617,0.9557522123893806,0.9390188366747981,0.009649859224804835,20
2.010831594467163,0.08842920256860314,0.03794283866882324,0.009012410991196831,0.01,0.1,50,"{'elasticnet_logit_pca__C': 0.01, 'elasticnet_logit_pca__l1_ratio': 0.1, 'pca__n_components': 50}",0.9408284023668639,0.937125748502994,0.9228486646884273,0.9369369369369369,0.96,0.9395479504990444,0.011928759253930785,19
1.0398809432983398,0.020287019412313034,0.03220834732055664,0.006166690007686926,0.01,0.5,10,"{'elasticnet_logit_pca__C': 0.01, 'elasticnet_logit_pca__l1_ratio': 0.5, 'pca__n_components': 10}",0.9269746646795827,0.9303030303030303,0.9140271493212669,0.9459459459459459,0.9512555391432792,0.9337012658786211,0.01343093988395381,35
1.4074599742889404,0.04151411661274792,0.0333895206451416,0.009327847216255182,0.01,0.5,25,"{'elasticnet_logit_pca__C': 0.01, 'elasticnet_logit_pca__l1_ratio': 0.5, 'pca__n_components': 25}",0.9376854599406528,0.9365558912386707,0.9196428571428571,0.9365558912386707,0.9540740740740741,0.936902834726985,0.010895976585078125,22
2.0657788276672364,0.029816017879615072,0.03196682929992676,0.005089858212126766,0.01,0.5,50,"{'elasticnet_logit_pca__C': 0.01, 'elasticnet_logit_pca__l1_ratio': 0.5, 'pca__n_components': 50}",0.9390787518573551,0.9365558912386707,0.9223880597014925,0.9379727685325264,0.9554896142433235,0.9382970171146736,0.0105112138944034,21
1.1270319461822509,0.050626534922939205,0.029601001739501955,0.00957152274724947,0.01,0.9,10,"{'elasticnet_logit_pca__C': 0.01, 'elasticnet_logit_pca__l1_ratio': 0.9, 'pca__n_components': 10}",0.9265367316341829,0.9303030303030303,0.9074355083459787,0.9409984871406959,0.9436201780415431,0.9297787870930861,0.01286447536636514,36
1.1992865562438966,0.06652874829649927,0.02313399314880371,0.004299300779929796,0.01,0.9,25,"{'elasticnet_logit_pca__C': 0.01, 'elasticnet_logit_pca__l1_ratio': 0.9, 'pca__n_components': 25}",0.9359165424739195,0.9347496206373292,0.9175412293853074,0.9345509893455098,0.9553571428571429,0.9356231049398417,0.01198653401406678,24
1.5447630882263184,0.032977420459851144,0.03919510841369629,0.004853581992204457,0.01,0.9,50,"{'elasticnet_logit_pca__C': 0.01, 'elasticnet_logit_pca__l1_ratio': 0.9, 'pca__n_components': 50}",0.9359165424739195,0.9347496206373292,0.9159159159159159,0.9377845220030349,0.9569093610698366,0.9362551924200073,0.013000008695980012,23
0.8632983207702637,0.01923954488854513,0.02729940414428711,0.0047715428249789655,0.1,0.1,10,"{'elasticnet_logit_pca__C': 0.1, 'elasticnet_logit_pca__l1_ratio': 0.1, 'pca__n_components': 10}",0.930780559646539,0.9299552906110283,0.913946587537092,0.9446935724962631,0.9516837481698389,0.9342119516921523,0.013082099572364718,34
1.2029451847076416,0.019243952621663424,0.0264373779296875,0.0021522999639105637,0.1,0.1,25,"{'elasticnet_logit_pca__C': 0.1, 'elasticnet_logit_pca__l1_ratio': 0.1, 'pca__n_components': 25}",0.9470588235294117,0.93993993993994,0.9251101321585903,0.9387144992526159,0.9618768328445748,0.9425400455450266,0.011996065453237451,11
1.6772666454315186,0.02862418961217771,0.026820278167724608,0.005699839338572861,0.1,0.1,50,"{'elasticnet_logit_pca__C': 0.1, 'elasticnet_logit_pca__l1_ratio': 0.1, 'pca__n_components': 50}",0.9486049926578561,0.9401197604790419,0.9262536873156342,0.9476831091180867,0.9604685212298683,0.9446260141600973,0.011260655803649626,2
0.8327477455139161,0.04417038498795549,0.024393844604492187,0.0052189823183745295,0.1,0.5,10,"{'elasticnet_logit_pca__C': 0.1, 'elasticnet_logit_pca__l1_ratio': 0.5, 'pca__n_components': 10}",0.930780559646539,0.9313432835820895,0.9155555555555556,0.9461077844311377,0.9530791788856305,0.9353732724201904,0.01310575899564308,25
1.2292940616607666,0.024998326831008368,0.02810978889465332,0.007876579635814713,0.1,0.5,25,"{'elasticnet_logit_pca__C': 0.1, 'elasticnet_logit_pca__l1_ratio': 0.5, 'pca__n_components': 25}",0.9458272327964861,0.9387144992526159,0.9248895434462445,0.9387144992526159,0.9589442815249267,0.9414180112545779,0.011085301859449372,14
1.6588076591491698,0.04074084505911741,0.0317779541015625,0.0052015112381567806,0.1,0.5,50,"{'elasticnet_logit_pca__C': 0.1, 'elasticnet_logit_pca__l1_ratio': 0.5, 'pca__n_components': 50}",0.9467455621301775,0.937125748502994,0.9292035398230089,0.9401197604790419,0.9605839416058394,0.9427557105082123,0.010545812202510225,10
0.7858490943908691,0.036102710432632565,0.022884893417358398,0.0029875885634406403,0.1,0.9,10,"{'elasticnet_logit_pca__C': 0.1, 'elasticnet_logit_pca__l1_ratio': 0.9, 'pca__n_components': 10}",0.930780559646539,0.929745889387145,0.9155555555555556,0.9461077844311377,0.9530791788856305,0.9350537935812018,0.013219083859193716,26
1.168810987472534,0.02269205918336608,0.024160146713256836,0.0055811385209270925,0.1,0.9,25,"{'elasticnet_logit_pca__C': 0.1, 'elasticnet_logit_pca__l1_ratio': 0.9, 'pca__n_components': 25}",0.9427312775330396,0.9401197604790419,0.9280469897209985,0.9383458646616541,0.961764705882353,0.9422017196554174,0.010977699330209216,13
1.6318188190460206,0.040088254527661835,0.03270082473754883,0.004058041349320484,0.1,0.9,50,"{'elasticnet_logit_pca__C': 0.1, 'elasticnet_logit_pca__l1_ratio': 0.9, 'pca__n_components': 50}",0.9470588235294117,0.9385307346326837,0.9262536873156342,0.9417040358744395,0.9602356406480118,0.9427565844000361,0.011093583241491987,9
0.8011290550231933,0.008735480378850698,0.017494392395019532,0.005227004929476429,1.0,0.1,10,"{'elasticnet_logit_pca__C': 1, 'elasticnet_logit_pca__l1_ratio': 0.1, 'pca__n_components': 10}",0.930780559646539,0.9285714285714286,0.9171597633136095,0.9446935724962631,0.9516837481698389,0.9345778144395359,0.012237858064487283,27
1.2100265502929688,0.028598347473595097,0.02203221321105957,0.003984712248743991,1.0,0.1,25,"{'elasticnet_logit_pca__C': 1, 'elasticnet_logit_pca__l1_ratio': 0.1, 'pca__n_components': 25}",0.9458272327964861,0.9417040358744395,0.9262536873156342,0.9404761904761905,0.9619883040935673,0.9432498901112634,0.01146058321680478,4
1.6274481773376466,0.036233028793202886,0.03055262565612793,0.003909508389347912,1.0,0.1,50,"{'elasticnet_logit_pca__C': 1, 'elasticnet_logit_pca__l1_ratio': 0.1, 'pca__n_components': 50}",0.9498525073746312,0.9341317365269461,0.9264705882352942,0.9387144992526159,0.9574155653450808,0.9413169793469136,0.011052924101020687,15
0.8395076274871827,0.07818184826822908,0.01758580207824707,0.004206869041777004,1.0,0.5,10,"{'elasticnet_logit_pca__C': 1, 'elasticnet_logit_pca__l1_ratio': 0.5, 'pca__n_components': 10}",0.930780559646539,0.9285714285714286,0.9155555555555556,0.9446935724962631,0.9516837481698389,0.9342569728879251,0.01270251141743446,32
1.2984071254730225,0.06512766137472999,0.040838766098022464,0.017994865535438796,1.0,0.5,25,"{'elasticnet_logit_pca__C': 1, 'elasticnet_logit_pca__l1_ratio': 0.5, 'pca__n_components': 25}",0.9470588235294117,0.937125748502994,0.9219440353460973,0.937125748502994,0.9575402635431918,0.9401589238849377,0.011831331739893427,17
1.9126815795898438,0.03290646994873265,0.03842086791992187,0.0017311995741087591,1.0,0.5,50,"{'elasticnet_logit_pca__C': 1, 'elasticnet_logit_pca__l1_ratio': 0.5, 'pca__n_components': 50}",0.9490538573508006,0.9387144992526159,0.9292035398230089,0.9420505200594353,0.9632892804698973,0.9444623393911517,0.011377356903640636,3
0.9578848838806152,0.08612881908457572,0.025369739532470702,0.0028650375515835683,1.0,0.9,10,"{'elasticnet_logit_pca__C': 1, 'elasticnet_logit_pca__l1_ratio': 0.9, 'pca__n_components': 10}",0.930780559646539,0.9285714285714286,0.9155555555555556,0.9446935724962631,0.9516837481698389,0.9342569728879251,0.01270251141743446,32
1.4288942337036132,0.02988210318596082,0.038221549987792966,0.015413050140539475,1.0,0.9,25,"{'elasticnet_logit_pca__C': 1, 'elasticnet_logit_pca__l1_ratio': 0.9, 'pca__n_components': 25}",0.9444444444444444,0.9401197604790419,0.9219440353460973,0.9341317365269461,0.9589442815249267,0.9399168516642913,0.012157903100710096,18
1.908990240097046,0.025382774604475786,0.03753318786621094,0.011875497979242916,1.0,0.9,50,"{'elasticnet_logit_pca__C': 1, 'elasticnet_logit_pca__l1_ratio': 0.9, 'pca__n_components': 50}",0.9470588235294117,0.9369369369369369,0.9260355029585798,0.9434523809523809,0.9604685212298683,0.9427904331214355,0.011368053774674172,8
0.9021378040313721,0.03394836015827699,0.029242992401123047,0.0074512232861845265,10.0,0.1,10,"{'elasticnet_logit_pca__C': 10, 'elasticnet_logit_pca__l1_ratio': 0.1, 'pca__n_components': 10}",0.930780559646539,0.9285714285714286,0.9155555555555556,0.9446935724962631,0.9532163742690059,0.9345634981077584,0.013130617632091028,29
1.3495802879333496,0.11919138710988766,0.03520102500915527,0.011118170195132712,10.0,0.1,25,"{'elasticnet_logit_pca__C': 10, 'elasticnet_logit_pca__l1_ratio': 0.1, 'pca__n_components': 25}",0.9442815249266863,0.9431137724550899,0.9262536873156342,0.9373134328358209,0.9635036496350365,0.9428932134336536,0.012122490803849683,6
2.0149566173553466,0.043847944751420086,0.03742237091064453,0.0034930368806141946,10.0,0.1,50,"{'elasticnet_logit_pca__C': 10, 'elasticnet_logit_pca__l1_ratio': 0.1, 'pca__n_components': 50, 'MODEL_NAME': 'elasticnet_logit_pca', 'TIME_ELAPSED_MIN': 0.46031280358632404}",0.9486049926578561,0.9404761904761905,0.9335302806499262,0.9404761904761905,0.9664233576642336,0.9459022023848792,0.011316983230007377,1
1.0108005046844482,0.04032782591991392,0.02683110237121582,0.001880541177351119,10.0,0.5,10,"{'elasticnet_logit_pca__C': 10, 'elasticnet_logit_pca__l1_ratio': 0.5, 'pca__n_components': 10}",0.930780559646539,0.9285714285714286,0.9171597633136095,0.9446935724962631,0.9516837481698389,0.9345778144395359,0.012237858064487283,27
1.3243163585662843,0.08293663520084085,0.029717683792114258,0.009088953851749595,10.0,0.5,25,"{'elasticnet_logit_pca__C': 10, 'elasticnet_logit_pca__l1_ratio': 0.5, 'pca__n_components': 25}",0.9486049926578561,0.9387144992526159,0.9264705882352942,0.9385307346326837,0.9619883040935673,0.9428618237744034,0.01186117594983165,7
1.7843607902526855,0.04065893296162272,0.026866579055786134,0.00618428119022479,10.0,0.5,50,"{'elasticnet_logit_pca__C': 10, 'elasticnet_logit_pca__l1_ratio': 0.5, 'pca__n_components': 50}",0.9487554904831625,0.9343283582089552,0.9278350515463918,0.9359165424739195,0.9542097488921714,0.9402090383209201,0.009748694363179343,16
0.8576861381530761,0.02580496599242567,0.016518640518188476,0.002772629787883056,10.0,0.9,10,"{'elasticnet_logit_pca__C': 10, 'elasticnet_logit_pca__l1_ratio': 0.9, 'pca__n_components': 10}",0.930780559646539,0.9285714285714286,0.9155555555555556,0.9446935724962631,0.9532163742690059,0.9345634981077584,0.013130617632091028,29
1.1384175300598145,0.045679791458511476,0.019139862060546874,0.004175580690837611,10.0,0.9,25,"{'elasticnet_logit_pca__C': 10, 'elasticnet_logit_pca__l1_ratio': 0.9, 'pca__n_components': 25}",0.9428989751098097,0.9431137724550899,0.9280469897209985,0.9401197604790419,0.9604685212298683,0.9429296037989616,0.01036374355273945,5
1.346723985671997,0.04999942694452264,0.016221237182617188,0.0009328168317440852,10.0,0.9,50,"{'elasticnet_logit_pca__C': 10, 'elasticnet_logit_pca__l1_ratio': 0.9, 'pca__n_components': 50}",0.9472140762463344,0.9387144992526159,0.9278350515463918,0.9404761904761905,0.9572901325478645,0.9423059900138794,0.009739290223729628,12
